gsm	title	source_name_ch1	organism_ch1	ch:strain	ch:cross	ch:developmental stage	data_processing	library_strategy	supplementary_file_1	ch:tissue
GSM1112768	zy3	Zygote	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Zygote	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112768/suppl/GSM1112768_zy3_expression.txt.gz	
GSM1112769	zy4	Zygote	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Zygote	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112769/suppl/GSM1112769_zy4_expression.txt.gz	
GSM1278009	16cell_2pooled_split6a	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278009/suppl/GSM1278009_16cell_2pooled_split6a_expression.txt.gz	
GSM1278010	16cell_2pooled_split6b	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278010/suppl/GSM1278010_16cell_2pooled_split6b_expression.txt.gz	
GSM1278011	16cell_2pooled_split8a	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278011/suppl/GSM1278011_16cell_2pooled_split8a_expression.txt.gz	
GSM1278012	16cell_2pooled_split8b	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278012/suppl/GSM1278012_16cell_2pooled_split8b_expression.txt.gz	
GSM1278013	16cell_split1a	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278013/suppl/GSM1278013_16cell_split1a_expression.txt.gz	
GSM1278014	16cell_split1b	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278014/suppl/GSM1278014_16cell_split1b_expression.txt.gz	
GSM1278015	16cell_split2a	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278015/suppl/GSM1278015_16cell_split2a_expression.txt.gz	
GSM1278016	16cell_split2b	16-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	16-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278016/suppl/GSM1278016_16cell_split2b_expression.txt.gz	
GSM1278017	8cell_12-1_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278017/suppl/GSM1278017_8cell_12-1_smartseq2_expression.txt.gz	
GSM1278018	8cell_12-2_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278018/suppl/GSM1278018_8cell_12-2_smartseq2_expression.txt.gz	
GSM1278019	8cell_12-3_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278019/suppl/GSM1278019_8cell_12-3_smartseq2_expression.txt.gz	
GSM1278020	8cell_12-4_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278020/suppl/GSM1278020_8cell_12-4_smartseq2_expression.txt.gz	
GSM1278021	8cell_13-1_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278021/suppl/GSM1278021_8cell_13-1_smartseq2_expression.txt.gz	
GSM1278022	8cell_14-1_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278022/suppl/GSM1278022_8cell_14-1_smartseq2_expression.txt.gz	
GSM1278023	8cell_14-2_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278023/suppl/GSM1278023_8cell_14-2_smartseq2_expression.txt.gz	
GSM1278024	8cell_14-3_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278024/suppl/GSM1278024_8cell_14-3_smartseq2_expression.txt.gz	
GSM1278025	8cell_14-4_smartseq2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278025/suppl/GSM1278025_8cell_14-4_smartseq2_expression.txt.gz	
GSM1278026	8cell_2pooled_split5a	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278026/suppl/GSM1278026_8cell_2pooled_split5a_expression.txt.gz	
GSM1278027	8cell_2pooled_split5b	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278027/suppl/GSM1278027_8cell_2pooled_split5b_expression.txt.gz	
GSM1278028	8cell_2pooled_split7a	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278028/suppl/GSM1278028_8cell_2pooled_split7a_expression.txt.gz	
GSM1278029	8cell_2pooled_split7b	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278029/suppl/GSM1278029_8cell_2pooled_split7b_expression.txt.gz	
GSM1278030	8cell_2pooled_split9a	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278030/suppl/GSM1278030_8cell_2pooled_split9a_expression.txt.gz	
GSM1278031	8cell_2pooled_split9b	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278031/suppl/GSM1278031_8cell_2pooled_split9b_expression.txt.gz	
GSM1278032	8cell_split3a	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278032/suppl/GSM1278032_8cell_split3a_expression.txt.gz	
GSM1278033	8cell_split3b	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278033/suppl/GSM1278033_8cell_split3b_expression.txt.gz	
GSM1278034	8cell_split4a	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278034/suppl/GSM1278034_8cell_split4a_expression.txt.gz	
GSM1278035	8cell_split4b	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278035/suppl/GSM1278035_8cell_split4b_expression.txt.gz	
GSM1278036	fibroblast_13_CxB	fibroblast (primary culture from tail)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278036/suppl/GSM1278036_fibroblast_13_CxB_expression.txt.gz	
GSM1278037	fibroblast_14_CxB	fibroblast (primary culture from tail)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278037/suppl/GSM1278037_fibroblast_14_CxB_expression.txt.gz	
GSM1278038	fibroblast_15_CxB	fibroblast (primary culture from tail)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278038/suppl/GSM1278038_fibroblast_15_CxB_expression.txt.gz	
GSM1278039	fibroblast_16_CxB	fibroblast (primary culture from tail)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278039/suppl/GSM1278039_fibroblast_16_CxB_expression.txt.gz	
GSM1278040	fibroblast_17_BxC	fibroblast (primary culture from tail)	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278040/suppl/GSM1278040_fibroblast_17_BxC_expression.txt.gz	
GSM1278041	fibroblast_19_BxC	fibroblast (primary culture from tail)	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278041/suppl/GSM1278041_fibroblast_19_BxC_expression.txt.gz	
GSM1278042	fibroblast_20_BxC	fibroblast (primary culture from tail)	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278042/suppl/GSM1278042_fibroblast_20_BxC_expression.txt.gz	
GSM1278043	fibroblast_21_BxC	fibroblast (primary culture from tail)	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278043/suppl/GSM1278043_fibroblast_21_BxC_expression.txt.gz	
GSM1278044	fibroblast_22_BxC	fibroblast (primary culture from tail)	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278044/suppl/GSM1278044_fibroblast_22_BxC_expression.txt.gz	
GSM1278045	fibroblast_9_CxB	fibroblast (primary culture from tail)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	fibroblast (primary culture from tail)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates (but for Smart-seq2 samples we used rna-star against the genome)	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1278nnn/GSM1278045/suppl/GSM1278045_fibroblast_9_CxB_expression.txt.gz	
