accession	status	symbol	title
XM_010827858.2	suppressed	PLEKHA5	PREDICTED: Bos taurus pleckstrin homology domain containing A5 (PLEKHA5), transcript variant X21, mRNA
XM_010827859.2	suppressed	PLEKHA5	PREDICTED: Bos taurus pleckstrin homology domain containing A5 (PLEKHA5), transcript variant X23, mRNA
XM_010827860.2	suppressed	PLEKHA5	PREDICTED: Bos taurus pleckstrin homology domain containing A5 (PLEKHA5), transcript variant X24, mRNA
XM_010827861.2	suppressed	PLEKHA5	PREDICTED: Bos taurus pleckstrin homology domain containing A5 (PLEKHA5), transcript variant X25, mRNA
XM_010827862.2	suppressed	PLEKHA5	PREDICTED: Bos taurus pleckstrin homology domain containing A5 (PLEKHA5), transcript variant X26, mRNA
XM_010827866.2	suppressed	CDC42EP5	PREDICTED: Bos taurus CDC42 effector protein 5 (CDC42EP5), transcript variant X1, mRNA
XM_010827870.2	suppressed	EPS8	PREDICTED: Bos taurus epidermal growth factor receptor pathway substrate 8 (EPS8), transcript variant X1, mRNA
XM_010827871.2	suppressed	EPS8	PREDICTED: Bos taurus epidermal growth factor receptor pathway substrate 8 (EPS8), transcript variant X4, mRNA
XM_010827874.2	suppressed	CDC42EP5	PREDICTED: Bos taurus CDC42 effector protein 5 (CDC42EP5), transcript variant X5, mRNA
XM_010827875.2	suppressed	EMP1	PREDICTED: Bos taurus epithelial membrane protein 1 (EMP1), transcript variant X2, mRNA
XM_010827876.2	suppressed	EMP1	PREDICTED: Bos taurus epithelial membrane protein 1 (EMP1), transcript variant X3, mRNA
XM_010827882.2	suppressed	LOC100140395	PREDICTED: Bos taurus taste receptor type 2 member 42 (LOC100140395), mRNA
XM_010827888.2	suppressed	LOC100140174	PREDICTED: Bos taurus NKG2-A/NKG2-B type II integral membrane protein-like (LOC100140174), transcript variant X2, mRNA
XM_010827891.2	suppressed	LOC618416	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily B member 3 (LOC618416), transcript variant X2, mRNA
XM_010827895.2	suppressed	LOC618565	PREDICTED: Bos taurus natural killer cells antigen CD94 (LOC618565), transcript variant X1, mRNA
XM_010827898.2	suppressed	LOC618565	PREDICTED: Bos taurus natural killer cells antigen CD94 (LOC618565), transcript variant X3, mRNA
XM_010827899.2	suppressed	CLEC9A	PREDICTED: Bos taurus C-type lectin domain family 9 member A (CLEC9A), transcript variant X2, mRNA
XM_010827900.2	suppressed	LOC785168	PREDICTED: Bos taurus C-type lectin domain family 12 member B (LOC785168), transcript variant X2, mRNA
XM_010827901.2	suppressed	LOC618416	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily B member 3 (LOC618416), transcript variant X3, mRNA
XM_010827905.2	suppressed	LOC509972	PREDICTED: Bos taurus C-type lectin domain family 2 member D11-like (LOC509972), transcript variant X3, mRNA
XM_010827910.2	suppressed	LOC100847268	PREDICTED: Bos taurus C-type lectin domain family 2 member A (LOC100847268), mRNA
XM_010827912.2	suppressed	LOC100294723	PREDICTED: Bos taurus killer cell lectin-like receptor subfamily F member 2 (LOC100294723), transcript variant X3, mRNA
XM_010827913.2	suppressed	LOC100294723	PREDICTED: Bos taurus killer cell lectin-like receptor subfamily F member 2 (LOC100294723), transcript variant X4, mRNA
XM_010827916.2	suppressed	LOC618416	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily B member 3 (LOC618416), transcript variant X5, mRNA
XM_010827918.2	suppressed	LOC618416	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily B member 3 (LOC618416), transcript variant X6, mRNA
XM_010827919.2	suppressed	NANOGNB	PREDICTED: Bos taurus NANOG neighbor homeobox (NANOGNB), mRNA
XM_010827920.2	suppressed	CLEC4E	PREDICTED: Bos taurus C-type lectin domain family 4 member E (CLEC4E), transcript variant X1, mRNA
XM_010827921.2	suppressed	LOC790181	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily A member 6 (LOC790181), transcript variant X1, mRNA
XM_010827937.2	suppressed	ANO2	PREDICTED: Bos taurus anoctamin 2, calcium activated chloride channel (ANO2), mRNA
XM_010827944.2	suppressed	TSPAN9	PREDICTED: Bos taurus tetraspanin 9 (TSPAN9), transcript variant X1, mRNA
XM_010827945.2	suppressed	TSPAN9	PREDICTED: Bos taurus tetraspanin 9 (TSPAN9), transcript variant X2, mRNA
XM_010827946.2	suppressed	LOC100848513	PREDICTED: Bos taurus 60S ribosomal protein L10-like (LOC100848513), mRNA
XM_010827947.2	suppressed	TEAD4	PREDICTED: Bos taurus TEA domain transcription factor 4 (TEAD4), mRNA
XM_010827961.2	suppressed	IL17RA	PREDICTED: Bos taurus interleukin 17 receptor A (IL17RA), transcript variant X2, mRNA
XM_010827963.2	suppressed	IL17RA	PREDICTED: Bos taurus interleukin 17 receptor A (IL17RA), transcript variant X3, mRNA
XM_010827964.2	suppressed	CECR1	PREDICTED: Bos taurus cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant X2, mRNA
XM_010827965.2	suppressed	LOC788054	PREDICTED: Bos taurus adenosine deaminase CECR1 (LOC788054), mRNA
XM_010827969.2	suppressed	MICAL3	PREDICTED: Bos taurus microtubule associated monooxygenase, calponin and LIM domain containing 3 (MICAL3), transcript variant X7, mRNA
XM_010827971.2	suppressed	SLC16A8	PREDICTED: Bos taurus solute carrier family 16 (monocarboxylate transporter), member 8 (SLC16A8), mRNA
XM_010827975.2	suppressed	PLA2G6	PREDICTED: Bos taurus phospholipase A2 group VI (PLA2G6), transcript variant X5, mRNA
XM_010827981.2	suppressed	LOC618873	PREDICTED: Bos taurus cationic amino acid transporter 3-like (LOC618873), mRNA
XM_010827982.2	suppressed	MGAT3	PREDICTED: Bos taurus mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (MGAT3), transcript variant X5, mRNA
XM_010827984.2	suppressed	LOC100300449	PREDICTED: Bos taurus cationic amino acid transporter 3-like (LOC100300449), mRNA
XM_010827985.2	suppressed	LOC518964	PREDICTED: Bos taurus cationic amino acid transporter 3-like (LOC518964), mRNA
XM_010827987.2	suppressed	MKL1	PREDICTED: Bos taurus megakaryoblastic leukemia (translocation) 1 (MKL1), transcript variant X3, mRNA
XM_010827989.2	suppressed	LOC535121	PREDICTED: Bos taurus uncharacterized LOC535121 (LOC535121), transcript variant X2, mRNA
XM_010828019.2	suppressed	SMC1B	PREDICTED: Bos taurus structural maintenance of chromosomes 1B (SMC1B), transcript variant X2, mRNA
XM_010828020.1	suppressed	SMC1B	PREDICTED: Bos taurus structural maintenance of chromosomes 1B (SMC1B), transcript variant X3, mRNA
XM_010828025.2	suppressed	PKDREJ	PREDICTED: Bos taurus polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin) (PKDREJ), partial mRNA
XM_010828053.2	suppressed	C6H4orf3	PREDICTED: Bos taurus chromosome 6 open reading frame, human C4orf3 (C6H4orf3), transcript variant X1, mRNA
XM_010828054.2	suppressed	TARM1	PREDICTED: Bos taurus T cell-interacting, activating receptor on myeloid cells 1 (TARM1), transcript variant X3, mRNA
XM_010828055.2	suppressed	ZGRF1	PREDICTED: Bos taurus zinc finger, GRF-type containing 1 (ZGRF1), mRNA
XM_010828059.2	suppressed	TARM1	PREDICTED: Bos taurus T cell-interacting, activating receptor on myeloid cells 1 (TARM1), transcript variant X4, mRNA
XM_010828062.2	suppressed	TARM1	PREDICTED: Bos taurus T cell-interacting, activating receptor on myeloid cells 1 (TARM1), transcript variant X5, mRNA
XM_010828068.2	suppressed	CNOT3	PREDICTED: Bos taurus CCR4-NOT transcription complex subunit 3 (CNOT3), transcript variant X1, mRNA
XM_010828069.2	suppressed	CNOT3	PREDICTED: Bos taurus CCR4-NOT transcription complex subunit 3 (CNOT3), transcript variant X2, mRNA
XM_010828070.2	suppressed	CNOT3	PREDICTED: Bos taurus CCR4-NOT transcription complex subunit 3 (CNOT3), transcript variant X3, mRNA
XM_010828076.2	suppressed	LOC101904481	PREDICTED: Bos taurus tropomyosin alpha-3 chain-like (LOC101904481), transcript variant X2, mRNA
XM_010828077.2	suppressed	TET2	PREDICTED: Bos taurus tet methylcytosine dioxygenase 2 (TET2), transcript variant X1, mRNA
XM_010828078.2	suppressed	LOC107131323	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily B member 3 (LOC107131323), transcript variant X1, mRNA
XM_010828079.2	suppressed	CENPE	PREDICTED: Bos taurus centromere protein E (CENPE), transcript variant X2, mRNA
XM_010828080.2	suppressed	CENPE	PREDICTED: Bos taurus centromere protein E (CENPE), transcript variant X1, mRNA
XM_010828081.2	suppressed	CENPE	PREDICTED: Bos taurus centromere protein E (CENPE), transcript variant X3, mRNA
XM_010828086.2	suppressed	ADH7	PREDICTED: Bos taurus alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide (ADH7), mRNA
XM_010828088.2	suppressed	PDLIM5	PREDICTED: Bos taurus PDZ and LIM domain 5 (PDLIM5), transcript variant X1, mRNA
XM_010828091.2	suppressed	HPGDS	PREDICTED: Bos taurus hematopoietic prostaglandin D synthase (HPGDS), mRNA
XM_010828095.2	suppressed	NLRP13	PREDICTED: Bos taurus NLR family, pyrin domain containing 13 (NLRP13), transcript variant X1, mRNA
XM_010828096.2	suppressed	NLRP13	PREDICTED: Bos taurus NLR family, pyrin domain containing 13 (NLRP13), transcript variant X2, mRNA
XM_010828098.2	suppressed	NLRP8	PREDICTED: Bos taurus NLR family, pyrin domain containing 8 (NLRP8), transcript variant X1, mRNA
XM_010828099.2	suppressed	NLRP8	PREDICTED: Bos taurus NLR family, pyrin domain containing 8 (NLRP8), transcript variant X2, mRNA
XM_010828101.2	suppressed	FAM184B	PREDICTED: Bos taurus family with sequence similarity 184 member B (FAM184B), transcript variant X4, mRNA
XM_010828102.2	suppressed	NLRP8	PREDICTED: Bos taurus NLR family, pyrin domain containing 8 (NLRP8), transcript variant X3, mRNA
XM_010828103.2	suppressed	NLRP8	PREDICTED: Bos taurus NLR family, pyrin domain containing 8 (NLRP8), transcript variant X4, mRNA
XM_010828108.2	suppressed	NLRP8	PREDICTED: Bos taurus NLR family, pyrin domain containing 8 (NLRP8), transcript variant X5, mRNA
XM_015461829.1	suppressed	ZRSR2Y	PREDICTED: Bos taurus zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 (ZRSR2Y), mRNA
XM_015461830.1	suppressed	LOC790278	PREDICTED: Bos taurus protein Shroom2 (LOC790278), mRNA
XM_015461831.1	suppressed	UTY	PREDICTED: Bos taurus lysine-specific demethylase 6A (UTY), transcript variant X1, mRNA
XM_015461832.1	suppressed	UTY	PREDICTED: Bos taurus lysine-specific demethylase 6A (UTY), transcript variant X2, mRNA
XM_015461833.1	suppressed	LOC101908735	PREDICTED: Bos taurus serine protease 52-like (LOC101908735), mRNA
XM_015461834.1	suppressed	LOC100850028	PREDICTED: Bos taurus melanoma antigen preferentially expressed in tumors-like (LOC100850028), mRNA
XM_015461835.1	suppressed	LOC790102	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC790102), mRNA
XM_015461836.1	suppressed	LOC107132101	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132101), mRNA
XM_015461837.1	suppressed	LOC100850593	PREDICTED: Bos taurus melanoma antigen preferentially expressed in tumors-like (LOC100850593), mRNA
XM_015461838.1	suppressed	LOC100850632	PREDICTED: Bos taurus melanoma antigen preferentially expressed in tumors-like (LOC100850632), mRNA
XM_015461840.1	suppressed	LOC100850929	PREDICTED: Bos taurus testis-specific Y-encoded protein 3-like (LOC100850929), mRNA
XM_015461841.1	suppressed	LOC107132102	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132102), mRNA
XM_015461842.1	suppressed	LOC100852057	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC100852057), mRNA
XM_015461843.1	suppressed	LOC100851337	PREDICTED: Bos taurus gamma-taxilin-like (LOC100851337), mRNA
XM_015461844.1	suppressed	LOC107132109	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132109), mRNA
XM_015461845.1	suppressed	LOC107132114	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132114), mRNA
XM_015461846.1	suppressed	LOC107132117	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132117), mRNA
XM_015461847.1	suppressed	LOC104971451	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971451), mRNA
XM_015461848.1	suppressed	LOC107131378	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107131378), mRNA
XM_015461849.1	suppressed	LOC104971480	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971480), mRNA
XM_015461850.1	suppressed	LOC104971481	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971481), mRNA
XM_015461851.1	suppressed	LOC100849084	PREDICTED: Bos taurus melanoma antigen preferentially expressed in tumors-like (LOC100849084), mRNA
XM_015461852.1	suppressed	LOC100849124	PREDICTED: Bos taurus melanoma antigen preferentially expressed in tumors-like (LOC100849124), mRNA
XM_015461853.1	suppressed	LOC104969704	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104969704), mRNA
XM_015461854.1	suppressed	LOC107132120	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132120), mRNA
XM_015461855.1	suppressed	LOC104971555	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971555), mRNA
XM_015461856.1	suppressed	LOC107132122	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132122), mRNA
XM_015461857.1	suppressed	LOC107132123	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132123), mRNA
XM_015461858.1	suppressed	LOC107132125	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132125), mRNA
XM_015461859.1	suppressed	LOC107132126	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132126), mRNA
XM_015461860.1	suppressed	LOC104971656	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971656), mRNA
XM_015461861.1	suppressed	LOC104971664	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971664), mRNA
XM_015461862.1	suppressed	LOC104971667	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971667), mRNA
XM_015461863.1	suppressed	LOC104971687	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971687), mRNA
XM_015461864.1	suppressed	LOC107132127	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132127), mRNA
XM_015461865.1	suppressed	LOC104971930	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC104971930), mRNA
XM_015461866.1	suppressed	LOC104971733	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971733), mRNA
XM_015461867.1	suppressed	LOC107132129	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132129), mRNA
XM_015461869.1	suppressed	LOC104971782	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971782), mRNA
XM_015461870.1	suppressed	LOC107132130	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132130), mRNA
XM_015461871.1	suppressed	LOC104971797	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971797), mRNA
XM_015461872.1	suppressed	LOC104971949	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC104971949), mRNA
XM_015461873.1	suppressed	LOC107132131	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132131), mRNA
XM_015461874.1	suppressed	LOC107132132	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132132), mRNA
XM_015461875.1	suppressed	LOC107132134	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132134), mRNA
XM_015461877.1	suppressed	LOC107132136	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132136), mRNA
XM_015461878.1	suppressed	LOC107132137	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132137), mRNA
XM_015461879.1	suppressed	LOC104971796	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971796), mRNA
XM_015461880.1	suppressed	LOC104971859	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971859), mRNA
XM_015461881.1	suppressed	LOC104971557	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971557), mRNA
XM_015461882.1	suppressed	LOC104971565	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971565), mRNA
XM_015461883.1	suppressed	LOC104971653	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971653), mRNA
XM_015461884.1	suppressed	LOC104971734	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971734), mRNA
XM_015461885.1	suppressed	LOC104971794	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971794), mRNA
XM_015461886.1	suppressed	LOC104971815	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971815), mRNA
XM_015461887.1	suppressed	LOC104971858	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971858), mRNA
XM_015461888.1	suppressed	LOC104971862	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971862), mRNA
XM_015461889.1	suppressed	LOC104971871	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971871), mRNA
XM_015461890.1	suppressed	LOC104971887	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104971887), mRNA
XM_015461891.1	suppressed	LOC104971990	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104971990), mRNA
XM_015461892.1	suppressed	LOC107132148	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132148), mRNA
XM_015461893.1	suppressed	LOC107132149	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132149), mRNA
XM_015461894.1	suppressed	LOC104972021	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104972021), mRNA
XM_015461896.1	suppressed	LOC107132151	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132151), mRNA
XM_015461897.1	suppressed	LOC104972084	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104972084), mRNA
XM_015461898.1	suppressed	LOC107132152	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132152), mRNA
XM_015461900.1	suppressed	LOC107132154	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132154), mRNA
XM_015461901.1	suppressed	LOC104972158	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC104972158), mRNA
XM_015461902.1	suppressed	LOC107132156	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132156), mRNA
XM_015461904.1	suppressed	LOC107132158	PREDICTED: Bos taurus heat shock transcription factor, Y-linked-like (LOC107132158), mRNA
XM_015461905.1	suppressed	LOC107132159	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132159), mRNA
XM_015461906.1	suppressed	LOC107132161	PREDICTED: Bos taurus testis-specific Y-encoded protein 1-like (LOC107132161), mRNA
XM_015461907.1	suppressed	LOC104972094	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972094), mRNA
XM_015461908.1	suppressed	LOC104972167	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972167), mRNA
XM_015461909.1	suppressed	LOC104972025	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972025), mRNA
XM_015461910.1	suppressed	LOC104972088	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972088), mRNA
XM_015461911.1	suppressed	LOC104972100	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972100), mRNA
XM_015461913.1	suppressed	LOC104972155	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972155), mRNA
XM_015461914.1	suppressed	LOC104972174	PREDICTED: Bos taurus zinc finger protein 280B-like (LOC104972174), mRNA
XM_015461917.1	suppressed	ITSN1	PREDICTED: Bos taurus intersectin 1 (ITSN1), mRNA
XM_015461918.1	suppressed	OLIG2	PREDICTED: Bos taurus oligodendrocyte lineage transcription factor 2 (OLIG2), transcript variant X2, mRNA
XM_015461919.1	suppressed	TIAM1	PREDICTED: Bos taurus T-cell lymphoma invasion and metastasis 1 (TIAM1), transcript variant X2, mRNA
XM_015461920.1	suppressed	HUNK	PREDICTED: Bos taurus hormonally up-regulated Neu-associated kinase (HUNK), partial mRNA
XM_015461922.1	suppressed	BACH1	PREDICTED: Bos taurus BTB and CNC homology 1, basic leucine zipper transcription factor 1 (BACH1), transcript variant X1, mRNA
XM_015461923.1	suppressed	BACH1	PREDICTED: Bos taurus BTB and CNC homology 1, basic leucine zipper transcription factor 1 (BACH1), transcript variant X3, mRNA
XM_015461924.1	suppressed	LOC101907866	PREDICTED: Bos taurus keratin-associated protein 21-1-like (LOC101907866), mRNA
XM_015461925.1	suppressed	LOC101907950	PREDICTED: Bos taurus keratin-associated protein 21-1-like (LOC101907950), mRNA
XM_015461926.1	suppressed	LOC785105	PREDICTED: Bos taurus keratin-associated protein 21-1 (LOC785105), mRNA
XM_015461927.1	suppressed	ATP5J	PREDICTED: Bos taurus ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6 (ATP5J), transcript variant X1, mRNA
XM_015461928.1	suppressed	USP25	PREDICTED: Bos taurus ubiquitin specific peptidase 25 (USP25), transcript variant X6, mRNA
XM_015461929.1	suppressed	NRIP1	PREDICTED: Bos taurus nuclear receptor interacting protein 1 (NRIP1), transcript variant X1, mRNA
XM_015461930.1	suppressed	NRIP1	PREDICTED: Bos taurus nuclear receptor interacting protein 1 (NRIP1), transcript variant X2, mRNA
XM_015461931.1	suppressed	LOC518080	PREDICTED: Bos taurus multidrug resistance-associated protein 1 (LOC518080), transcript variant X1, mRNA
XM_015461932.1	suppressed	LOC518080	PREDICTED: Bos taurus multidrug resistance-associated protein 1 (LOC518080), transcript variant X2, mRNA
XM_015461933.1	suppressed	LOC518080	PREDICTED: Bos taurus multidrug resistance-associated protein 1 (LOC518080), transcript variant X3, mRNA
XM_015461934.1	suppressed	LOC100848488	PREDICTED: Bos taurus roundabout homolog 2-like (LOC100848488), mRNA
XM_015461935.1	suppressed	ROBO2	PREDICTED: Bos taurus roundabout guidance receptor 2 (ROBO2), mRNA
XM_015461936.1	suppressed	CADM2	PREDICTED: Bos taurus cell adhesion molecule 2 (CADM2), transcript variant X1, mRNA
XM_015461937.1	suppressed	CADM2	PREDICTED: Bos taurus cell adhesion molecule 2 (CADM2), transcript variant X2, mRNA
XM_015461938.1	suppressed	CADM2	PREDICTED: Bos taurus cell adhesion molecule 2 (CADM2), transcript variant X3, mRNA
XM_015461940.1	suppressed	LOC107131261	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily A member 5 (LOC107131261), mRNA
XM_015461941.1	suppressed	LOC100335242	PREDICTED: Bos taurus zinc finger protein 654 (LOC100335242), transcript variant X3, mRNA
XM_015461942.1	suppressed	ARL13B	PREDICTED: Bos taurus ADP ribosylation factor like GTPase 13B (ARL13B), transcript variant X1, mRNA
XM_015461943.1	suppressed	ARL13B	PREDICTED: Bos taurus ADP ribosylation factor like GTPase 13B (ARL13B), transcript variant X3, mRNA
XM_015461944.1	suppressed	ARL13B	PREDICTED: Bos taurus ADP ribosylation factor like GTPase 13B (ARL13B), transcript variant X4, mRNA
XM_015461945.1	suppressed	EPHA6	PREDICTED: Bos taurus EPH receptor A6 (EPHA6), transcript variant X1, mRNA
XM_015461946.1	suppressed	EPHA6	PREDICTED: Bos taurus EPH receptor A6 (EPHA6), transcript variant X2, mRNA
XM_015461947.1	suppressed	EPHA6	PREDICTED: Bos taurus EPH receptor A6 (EPHA6), transcript variant X3, mRNA
XM_015461948.1	suppressed	OR5H6	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily H, member 6 (OR5H6), mRNA
XM_015461949.1	suppressed	LOC100139155	PREDICTED: Bos taurus olfactory receptor 5H2-like (LOC100139155), mRNA
XM_015461950.1	suppressed	OR5K4	PREDICTED: Bos taurus olfactory receptor, family 5, subfamily K, member 4 (OR5K4), mRNA
XM_015461951.1	suppressed	LOC107131289	PREDICTED: Bos taurus neuroblastoma-amplified sequence-like (LOC107131289), mRNA
XM_015461952.1	suppressed	PP2D1	PREDICTED: Bos taurus protein phosphatase 2C-like domain containing 1 (PP2D1), mRNA
XM_015461953.1	suppressed	KAT2B	PREDICTED: Bos taurus K(lysine) acetyltransferase 2B (KAT2B), transcript variant X2, mRNA
XM_015461954.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X2, mRNA
XM_015461955.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X4, mRNA
XM_015461956.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X5, mRNA
XM_015461957.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X6, mRNA
XM_015461958.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X7, mRNA
XM_015461959.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X8, mRNA
XM_015461960.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X9, mRNA
XM_015461961.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X10, mRNA
XM_015461962.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X11, mRNA
XM_015461963.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X12, mRNA
XM_015461964.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X13, mRNA
XM_015461965.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X14, mRNA
XM_015461966.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X15, mRNA
XM_015461967.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X16, mRNA
XM_015461968.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X17, mRNA
XM_015461969.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X18, mRNA
XM_015461970.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X19, mRNA
XM_015461971.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X20, mRNA
XM_015461972.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X21, mRNA
XM_015461973.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X22, mRNA
XM_015461974.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X23, mRNA
XM_015461975.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X24, mRNA
XM_015461976.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X25, mRNA
