accession	status	symbol	title
XM_005194287.3	suppressed	ARHGAP21	PREDICTED: Bos taurus Rho GTPase activating protein 21 (ARHGAP21), transcript variant X2, mRNA
XM_005194290.3	suppressed	ARHGAP21	PREDICTED: Bos taurus Rho GTPase activating protein 21 (ARHGAP21), transcript variant X4, mRNA
XM_005194291.3	suppressed	ARHGAP21	PREDICTED: Bos taurus Rho GTPase activating protein 21 (ARHGAP21), transcript variant X5, mRNA
XM_005194293.3	suppressed	ARHGAP21	PREDICTED: Bos taurus Rho GTPase activating protein 21 (ARHGAP21), transcript variant X7, mRNA
XM_005194294.3	suppressed	THNSL1	PREDICTED: Bos taurus threonine synthase like 1 (THNSL1), transcript variant X1, mRNA
XM_005194295.3	suppressed	THNSL1	PREDICTED: Bos taurus threonine synthase like 1 (THNSL1), transcript variant X2, mRNA
XM_005194296.3	suppressed	MCM10	PREDICTED: Bos taurus minichromosome maintenance 10 replication initiation factor (MCM10), transcript variant X2, mRNA
XM_005194297.1	suppressed	MCM10	PREDICTED: Bos taurus minichromosome maintenance 10 replication initiation factor (MCM10), transcript variant X3, mRNA
XM_005194298.3	suppressed	MCM10	PREDICTED: Bos taurus minichromosome maintenance 10 replication initiation factor (MCM10), transcript variant X1, mRNA
XM_005194299.3	suppressed	MCM10	PREDICTED: Bos taurus minichromosome maintenance 10 replication initiation factor (MCM10), transcript variant X4, mRNA
XM_005194300.3	suppressed	MCM10	PREDICTED: Bos taurus minichromosome maintenance 10 replication initiation factor (MCM10), transcript variant X6, mRNA
XM_005194314.3	suppressed	LOC100337001	PREDICTED: Bos taurus ankyrin repeat domain-containing protein 26 (LOC100337001), transcript variant X3, mRNA
XM_005194352.3	suppressed	FAM208B	PREDICTED: Bos taurus family with sequence similarity 208 member B (FAM208B), transcript variant X6, mRNA
XM_005194356.3	suppressed	PITRM1	PREDICTED: Bos taurus pitrilysin metallopeptidase 1 (PITRM1), transcript variant X1, mRNA
XM_005194359.3	suppressed	PANK2	PREDICTED: Bos taurus pantothenate kinase 2 (PANK2), transcript variant X2, mRNA
XM_005194374.2	suppressed	UCKL1	PREDICTED: Bos taurus uridine-cytidine kinase 1-like 1 (UCKL1), transcript variant X6, mRNA
XM_005194381.3	suppressed	LIME1	PREDICTED: Bos taurus Lck interacting transmembrane adaptor 1 (LIME1), mRNA
XM_005194392.3	suppressed	RBBP8NL	PREDICTED: Bos taurus RBBP8 N-terminal like (RBBP8NL), transcript variant X1, mRNA
XM_005194397.3	suppressed	CDH26	PREDICTED: Bos taurus cadherin 26 (CDH26), transcript variant X1, mRNA
XM_005194399.3	suppressed	PPP1R3D	PREDICTED: Bos taurus protein phosphatase 1 regulatory subunit 3D (PPP1R3D), mRNA
XM_005194400.3	suppressed	FAM217B	PREDICTED: Bos taurus family with sequence similarity 217 member B (FAM217B), transcript variant X5, mRNA
XM_005194401.3	suppressed	FAM217B	PREDICTED: Bos taurus family with sequence similarity 217 member B (FAM217B), transcript variant X3, mRNA
XM_005194403.3	suppressed	FAM217B	PREDICTED: Bos taurus family with sequence similarity 217 member B (FAM217B), transcript variant X2, mRNA
XM_005194404.2	suppressed	NELFCD	PREDICTED: Bos taurus negative elongation factor complex member C/D (NELFCD), transcript variant X1, mRNA
XM_005194406.3	suppressed	STX16	PREDICTED: Bos taurus syntaxin 16 (STX16), transcript variant X2, mRNA
XM_005194407.3	suppressed	STX16	PREDICTED: Bos taurus syntaxin 16 (STX16), transcript variant X3, mRNA
XM_005194411.2	suppressed	STX16	PREDICTED: Bos taurus syntaxin 16 (STX16), transcript variant X14, mRNA
XM_005194412.3	suppressed	APCDD1L	PREDICTED: Bos taurus adenomatosis polyposis coli down-regulated 1-like (APCDD1L), mRNA
XM_005194414.3	suppressed	ZBP1	PREDICTED: Bos taurus Z-DNA binding protein 1 (ZBP1), transcript variant X2, mRNA
XM_005194416.3	suppressed	ZBP1	PREDICTED: Bos taurus Z-DNA binding protein 1 (ZBP1), transcript variant X4, mRNA
XM_005194417.3	suppressed	ZBP1	PREDICTED: Bos taurus Z-DNA binding protein 1 (ZBP1), transcript variant X6, mRNA
XM_005194419.3	suppressed	CASS4	PREDICTED: Bos taurus Cas scaffolding protein family member 4 (CASS4), mRNA
XM_005194424.3	suppressed	SIRPB2	PREDICTED: Bos taurus signal-regulatory protein beta-2 (SIRPB2), transcript variant X2, mRNA
XM_005194425.3	suppressed	SIRPB2	PREDICTED: Bos taurus signal-regulatory protein beta-2 (SIRPB2), transcript variant X3, mRNA
XM_005194426.3	suppressed	SIRPB2	PREDICTED: Bos taurus signal-regulatory protein beta-2 (SIRPB2), transcript variant X4, mRNA
XM_005194432.3	suppressed	RAD21L1	PREDICTED: Bos taurus RAD21 cohesin complex component like 1 (RAD21L1), transcript variant X2, mRNA
XM_005194433.3	suppressed	RAD21L1	PREDICTED: Bos taurus RAD21 cohesin complex component like 1 (RAD21L1), transcript variant X3, mRNA
XM_005194438.3	suppressed	C13H20orf96	PREDICTED: Bos taurus chromosome 13 open reading frame, human C20orf96 (C13H20orf96), transcript variant X1, mRNA
XM_005194439.3	suppressed	C13H20orf96	PREDICTED: Bos taurus chromosome 13 open reading frame, human C20orf96 (C13H20orf96), transcript variant X4, mRNA
XM_005194441.3	suppressed	C13H20orf96	PREDICTED: Bos taurus chromosome 13 open reading frame, human C20orf96 (C13H20orf96), transcript variant X5, mRNA
XM_005194442.3	suppressed	DEFB132	PREDICTED: Bos taurus defensin beta 132 (DEFB132), mRNA
XM_005194444.3	suppressed	DEFB129	PREDICTED: Bos taurus defensin beta 129 (DEFB129), mRNA
XM_005194445.3	suppressed	DEFB127	PREDICTED: Bos taurus defensin beta 127 (DEFB127), mRNA
XM_005194447.3	suppressed	LOC618409	PREDICTED: Bos taurus interferon regulatory factor 4 (LOC618409), transcript variant X2, mRNA
XM_005194449.3	suppressed	DUSP15	PREDICTED: Bos taurus dual specificity phosphatase 15 (DUSP15), transcript variant X4, mRNA
XM_005194451.3	suppressed	DEFB118	PREDICTED: Bos taurus defensin beta 118 (DEFB118), mRNA
XM_005194452.3	suppressed	LOC101907117	PREDICTED: Bos taurus uncharacterized LOC101907117 (LOC101907117), mRNA
XM_005194462.3	suppressed	L3MBTL1	PREDICTED: Bos taurus l(3)mbt-like 1 (Drosophila) (L3MBTL1), transcript variant X1, mRNA
XM_005194463.3	suppressed	L3MBTL1	PREDICTED: Bos taurus l(3)mbt-like 1 (Drosophila) (L3MBTL1), transcript variant X3, mRNA
XM_005194465.3	suppressed	L3MBTL1	PREDICTED: Bos taurus l(3)mbt-like 1 (Drosophila) (L3MBTL1), transcript variant X4, mRNA
XM_005194469.3	suppressed	TSHZ2	PREDICTED: Bos taurus teashirt zinc finger homeobox 2 (TSHZ2), transcript variant X1, mRNA
XM_005194477.3	suppressed	ZFAT	PREDICTED: Bos taurus zinc finger and AT-hook domain containing (ZFAT), transcript variant X1, mRNA
XM_005194478.3	suppressed	ZFAT	PREDICTED: Bos taurus zinc finger and AT-hook domain containing (ZFAT), transcript variant X2, mRNA
XM_005194482.3	suppressed	JRK	PREDICTED: Bos taurus Jrk helix-turn-helix protein (JRK), transcript variant X2, mRNA
XM_005194483.3	suppressed	JRK	PREDICTED: Bos taurus Jrk helix-turn-helix protein (JRK), transcript variant X3, mRNA
XM_005194488.3	suppressed	GPIHBP1	PREDICTED: Bos taurus glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 (GPIHBP1), transcript variant X1, mRNA
XM_005194491.3	suppressed	RHPN1	PREDICTED: Bos taurus rhophilin, Rho GTPase binding protein 1 (RHPN1), transcript variant X1, mRNA
XM_005194492.3	suppressed	RHPN1	PREDICTED: Bos taurus rhophilin, Rho GTPase binding protein 1 (RHPN1), transcript variant X2, mRNA
XM_005194495.3	suppressed	GPR20	PREDICTED: Bos taurus G protein-coupled receptor 20 (GPR20), mRNA
XM_005194496.3	suppressed	SLC45A4	PREDICTED: Bos taurus solute carrier family 45 member 4 (SLC45A4), transcript variant X1, mRNA
XM_005194499.3	suppressed	TMEM71	PREDICTED: Bos taurus transmembrane protein 71 (TMEM71), transcript variant X3, mRNA
XM_005194501.3	suppressed	TMEM71	PREDICTED: Bos taurus transmembrane protein 71 (TMEM71), transcript variant X4, mRNA
XM_005194506.3	suppressed	NSMAF	PREDICTED: Bos taurus neutral sphingomyelinase activation associated factor (NSMAF), mRNA
XM_005194510.3	suppressed	NKAIN3	PREDICTED: Bos taurus Na+/K+ transporting ATPase interacting 3 (NKAIN3), transcript variant X1, mRNA
XM_005194511.3	suppressed	PDE7A	PREDICTED: Bos taurus phosphodiesterase 7A (PDE7A), transcript variant X2, mRNA
XM_005194520.3	suppressed	PAG1	PREDICTED: Bos taurus phosphoprotein membrane anchor with glycosphingolipid microdomains 1 (PAG1), transcript variant X2, mRNA
XM_005194523.3	suppressed	SNX31	PREDICTED: Bos taurus sorting nexin 31 (SNX31), transcript variant X1, mRNA
XM_005194529.3	suppressed	RBM12B	PREDICTED: Bos taurus RNA binding motif protein 12B (RBM12B), transcript variant X1, mRNA
XM_005194535.3	suppressed	TRIQK	PREDICTED: Bos taurus triple QxxK/R motif containing (TRIQK), transcript variant X4, mRNA
XM_005194536.3	suppressed	TRIQK	PREDICTED: Bos taurus triple QxxK/R motif containing (TRIQK), transcript variant X6, mRNA
XM_005194537.3	suppressed	TRIQK	PREDICTED: Bos taurus triple QxxK/R motif containing (TRIQK), transcript variant X8, mRNA
XM_005194543.3	suppressed	OSGIN2	PREDICTED: Bos taurus oxidative stress induced growth inhibitor family member 2 (OSGIN2), transcript variant X2, mRNA
XM_005194544.3	suppressed	SNX16	PREDICTED: Bos taurus sorting nexin 16 (SNX16), transcript variant X2, mRNA
XM_005194548.3	suppressed	SNX16	PREDICTED: Bos taurus sorting nexin 16 (SNX16), transcript variant X4, mRNA
XM_005194551.3	suppressed	CASP1	PREDICTED: Bos taurus caspase-1 (CASP1), transcript variant X2, mRNA
XM_005194552.3	suppressed	GPR83	PREDICTED: Bos taurus G protein-coupled receptor 83 (GPR83), transcript variant X1, mRNA
XM_005194553.3	suppressed	GPR83	PREDICTED: Bos taurus G protein-coupled receptor 83 (GPR83), transcript variant X2, mRNA
XM_005194555.3	suppressed	KBTBD3	PREDICTED: Bos taurus kelch repeat and BTB (POZ) domain containing 3 (KBTBD3), transcript variant X2, mRNA
XM_005194556.3	suppressed	KBTBD3	PREDICTED: Bos taurus kelch repeat and BTB (POZ) domain containing 3 (KBTBD3), transcript variant X3, mRNA
XM_005194559.3	suppressed	JRKL	PREDICTED: Bos taurus JRK-like (JRKL), mRNA
XM_005194565.3	suppressed	CWF19L2	PREDICTED: Bos taurus CWF19-like 2, cell cycle control (S. pombe) (CWF19L2), transcript variant X1, mRNA
XM_005194574.3	suppressed	PPP2R1B	PREDICTED: Bos taurus protein phosphatase 2 regulatory subunit A, beta (PPP2R1B), transcript variant X2, mRNA
XM_005194575.3	suppressed	DIXDC1	PREDICTED: Bos taurus DIX domain containing 1 (DIXDC1), transcript variant X3, mRNA
XM_005194578.2	suppressed	FOXR1	PREDICTED: Bos taurus forkhead box R1 (FOXR1), transcript variant X2, mRNA
XM_005194585.3	suppressed	FAM46A	PREDICTED: Bos taurus family with sequence similarity 46 member A (FAM46A), transcript variant X2, mRNA
XM_005194588.3	suppressed	TPH1	PREDICTED: Bos taurus tryptophan hydroxylase 1 (TPH1), transcript variant X1, mRNA
XM_005194589.3	suppressed	TPH1	PREDICTED: Bos taurus tryptophan hydroxylase 1 (TPH1), transcript variant X2, mRNA
XM_005194599.3	suppressed	TEAD1	PREDICTED: Bos taurus TEA domain transcription factor 1 (TEAD1), transcript variant X1, mRNA
XM_005194601.3	suppressed	TEAD1	PREDICTED: Bos taurus TEA domain transcription factor 1 (TEAD1), transcript variant X9, mRNA
XM_005194602.3	suppressed	TEAD1	PREDICTED: Bos taurus TEA domain transcription factor 1 (TEAD1), transcript variant X7, mRNA
XM_005194609.3	suppressed	DENND5A	PREDICTED: Bos taurus DENN/MADD domain containing 5A (DENND5A), transcript variant X3, mRNA
XM_005194610.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X1, mRNA
XM_005194611.3	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X2, mRNA
XM_005194612.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X3, mRNA
XM_005194614.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X5, mRNA
XM_005194615.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X6, mRNA
XM_005194616.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X7, mRNA
XM_005194617.2	suppressed	SCUBE2	PREDICTED: Bos taurus signal peptide, CUB domain and EGF like domain containing 2 (SCUBE2), transcript variant X8, mRNA
XM_005194618.3	suppressed	LOC784603	PREDICTED: Bos taurus small ubiquitin-related modifier 3 (LOC784603), mRNA
XM_005194627.3	suppressed	LOC100848074	PREDICTED: Bos taurus olfactory receptor 52L1 (LOC100848074), mRNA
XM_005194628.1	suppressed	LOC787671	PREDICTED: Bos taurus hemoglobin subunit beta (LOC787671), mRNA
XM_005194631.2	suppressed	LOC788649	PREDICTED: Bos taurus olfactory receptor 51I2 (LOC788649), mRNA
XM_005194633.1	suppressed	LOC781483	PREDICTED: Bos taurus olfactory receptor 52A1 (LOC781483), mRNA
XM_005194634.2	suppressed	LOC781444	PREDICTED: Bos taurus olfactory receptor 52A1 (LOC781444), mRNA
XM_005194638.3	suppressed	ZNF214	PREDICTED: Bos taurus zinc finger protein 214 (ZNF214), transcript variant X6, mRNA
XM_005194640.3	suppressed	NUP98	PREDICTED: Bos taurus nucleoporin 98kDa (NUP98), transcript variant X1, mRNA
XM_005194641.3	suppressed	NUP98	PREDICTED: Bos taurus nucleoporin 98kDa (NUP98), transcript variant X3, mRNA
XM_005194645.3	suppressed	ARAP1	PREDICTED: Bos taurus ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 (ARAP1), mRNA
XM_005194654.3	suppressed	LOC618050	PREDICTED: Bos taurus olfactory receptor 52I2-like (LOC618050), mRNA
XM_005194655.3	suppressed	LOC510351	PREDICTED: Bos taurus olfactory receptor 52I1-like (LOC510351), mRNA
XM_005194658.2	suppressed	RELT	PREDICTED: Bos taurus RELT tumor necrosis factor receptor (RELT), transcript variant X2, mRNA
XM_005194666.3	suppressed	TPBGL	PREDICTED: Bos taurus trophoblast glycoprotein-like (TPBGL), transcript variant X2, mRNA
XM_005194667.3	suppressed	MAP6	PREDICTED: Bos taurus microtubule associated protein 6 (MAP6), mRNA
XM_005194688.3	suppressed	SLC1A2	PREDICTED: Bos taurus solute carrier family 1 (glial high affinity glutamate transporter), member 2 (SLC1A2), transcript variant X1, mRNA
XM_005194691.3	suppressed	LRRC4C	PREDICTED: Bos taurus leucine rich repeat containing 4C (LRRC4C), transcript variant X6, mRNA
XM_005194695.3	suppressed	TTC12	PREDICTED: Bos taurus tetratricopeptide repeat domain 12 (TTC12), mRNA
XM_005194701.3	suppressed	LOC101906676	PREDICTED: Bos taurus myb-related transcription factor, partner of profilin-like (LOC101906676), mRNA
XM_005194703.3	suppressed	PRDM11	PREDICTED: Bos taurus PR domain containing 11 (PRDM11), transcript variant X2, mRNA
XM_005194724.3	suppressed	LOC510901	PREDICTED: Bos taurus olfactory receptor 4X2 (LOC510901), mRNA
XM_005194732.1	suppressed	LOC100139408	PREDICTED: Bos taurus putative olfactory receptor 5AK3 (LOC100139408), mRNA
XM_005194738.3	suppressed	LOC785854	PREDICTED: Bos taurus olfactory receptor 8H1-like (LOC785854), mRNA
XM_005194743.3	suppressed	LOC519145	PREDICTED: Bos taurus beta-galactosidase-1-like protein 2 (LOC519145), transcript variant X2, mRNA
XM_005194752.2	suppressed	SOX13	PREDICTED: Bos taurus SRY-box 13 (SOX13), transcript variant X7, mRNA
XM_005194770.3	suppressed	SLC45A3	PREDICTED: Bos taurus solute carrier family 45 member 3 (SLC45A3), transcript variant X3, mRNA
XM_005194771.3	suppressed	LOC515828	PREDICTED: Bos taurus uncharacterized LOC515828 (LOC515828), transcript variant X3, mRNA
XM_005194772.3	suppressed	LOC515828	PREDICTED: Bos taurus uncharacterized LOC515828 (LOC515828), transcript variant X4, mRNA
XM_005194775.3	suppressed	FCAMR	PREDICTED: Bos taurus Fc fragment of IgA and IgM receptor (FCAMR), transcript variant X2, mRNA
XM_005194776.3	suppressed	FCAMR	PREDICTED: Bos taurus Fc fragment of IgA and IgM receptor (FCAMR), transcript variant X3, mRNA
XM_005194793.2	suppressed	LOC101902123	PREDICTED: Bos taurus trithorax group protein osa-like (LOC101902123), mRNA
XM_005194802.3	suppressed	BECN2	PREDICTED: Bos taurus beclin 2 (BECN2), mRNA
XM_005194809.3	suppressed	KIF1B	PREDICTED: Bos taurus kinesin family member 1B (KIF1B), transcript variant X13, mRNA
XM_005194810.2	suppressed	CLSTN1	PREDICTED: Bos taurus calsyntenin 1 (CLSTN1), transcript variant X4, mRNA
XM_005194811.2	suppressed	CLSTN1	PREDICTED: Bos taurus calsyntenin 1 (CLSTN1), transcript variant X5, mRNA
XM_005194812.2	suppressed	CLSTN1	PREDICTED: Bos taurus calsyntenin 1 (CLSTN1), transcript variant X6, mRNA
XM_005194813.3	suppressed	LOC541220	PREDICTED: Bos taurus GDH/6PGL endoplasmic bifunctional protein (LOC541220), transcript variant X2, mRNA
XM_005194814.3	suppressed	RERE	PREDICTED: Bos taurus arginine-glutamic acid dipeptide (RE) repeats (RERE), transcript variant X2, mRNA
XM_005194815.3	suppressed	RERE	PREDICTED: Bos taurus arginine-glutamic acid dipeptide (RE) repeats (RERE), transcript variant X3, mRNA
XM_005194817.3	suppressed	RERE	PREDICTED: Bos taurus arginine-glutamic acid dipeptide (RE) repeats (RERE), transcript variant X4, mRNA
XM_005194820.3	suppressed	UTS2	PREDICTED: Bos taurus urotensin 2 (UTS2), mRNA
XM_005194824.3	suppressed	LOC101907127	PREDICTED: Bos taurus uncharacterized LOC101907127 (LOC101907127), mRNA
XM_005194830.3	suppressed	GPR153	PREDICTED: Bos taurus G protein-coupled receptor 153 (GPR153), transcript variant X2, mRNA
XM_005194844.3	suppressed	MEGF6	PREDICTED: Bos taurus multiple EGF like domains 6 (MEGF6), transcript variant X3, mRNA
XM_005194852.3	suppressed	PUSL1	PREDICTED: Bos taurus pseudouridylate synthase-like 1 (PUSL1), transcript variant X3, mRNA
XM_005194853.3	suppressed	SCNN1D	PREDICTED: Bos taurus sodium channel, non voltage gated 1 delta subunit (SCNN1D), mRNA
XM_005194854.3	suppressed	B3GALT6	PREDICTED: Bos taurus Beta-1,3-galactosyltransferase 6 (B3GALT6), mRNA
XM_005194858.3	suppressed	AGRN	PREDICTED: Bos taurus agrin (AGRN), transcript variant X1, mRNA
XM_005194859.3	suppressed	AGRN	PREDICTED: Bos taurus agrin (AGRN), transcript variant X3, mRNA
XM_005194860.3	suppressed	LOC101904409	PREDICTED: Bos taurus uncharacterized LOC101904409 (LOC101904409), mRNA
XM_005194863.3	suppressed	LOC507787	PREDICTED: Bos taurus multiple coagulation factor deficiency protein 2 (LOC507787), mRNA
XM_005194864.3	suppressed	LOC515551	PREDICTED: Bos taurus protein DDI1 homolog 2 (LOC515551), transcript variant X1, mRNA
XM_005194865.3	suppressed	AGMAT	PREDICTED: Bos taurus agmatinase (AGMAT), transcript variant X1, mRNA
XM_005194882.3	suppressed	RABGAP1L	PREDICTED: Bos taurus RAB GTPase activating protein 1-like (RABGAP1L), transcript variant X2, mRNA
XM_005194883.3	suppressed	KIAA0040	PREDICTED: Bos taurus KIAA0040 ortholog (KIAA0040), transcript variant X1, mRNA
XM_005194884.3	suppressed	KIAA0040	PREDICTED: Bos taurus KIAA0040 ortholog (KIAA0040), transcript variant X2, mRNA
